in s,CH1 in V,CH2 in V
1.315E-03,1.180E+00,-2.700E+00
1.331E-03,1.180E+00,-2.700E+00
1.347E-03,1.180E+00,-2.700E+00
1.363E-03,1.180E+00,-2.660E+00
1.379E-03,1.180E+00,-2.700E+00
1.395E-03,1.180E+00,-2.700E+00
1.411E-03,1.180E+00,-2.700E+00
1.427E-03,1.180E+00,-2.700E+00
1.443E-03,1.180E+00,-2.700E+00
1.459E-03,1.260E+00,-2.700E+00
1.475E-03,1.180E+00,-2.700E+00
1.491E-03,1.180E+00,-2.700E+00
1.507E-03,1.180E+00,-2.700E+00
1.523E-03,1.140E+00,-2.700E+00
1.539E-03,1.180E+00,-2.700E+00
1.555E-03,1.180E+00,-2.660E+00
1.571E-03,1.180E+00,-2.700E+00
1.587E-03,1.260E+00,-2.700E+00
1.603E-03,1.180E+00,-2.700E+00
1.619E-03,1.180E+00,-2.700E+00
1.635E-03,1.180E+00,-2.700E+00
1.651E-03,1.180E+00,-2.700E+00
1.667E-03,1.180E+00,-2.700E+00
1.683E-03,1.180E+00,-2.700E+00
1.699E-03,1.140E+00,-2.700E+00
1.715E-03,1.260E+00,-2.660E+00
1.731E-03,1.140E+00,-2.700E+00
1.747E-03,1.180E+00,-2.700E+00
1.763E-03,1.180E+00,-2.700E+00
1.779E-03,1.180E+00,-2.700E+00
1.795E-03,1.180E+00,-2.700E+00
1.811E-03,1.180E+00,-2.700E+00
1.827E-03,1.140E+00,-2.700E+00
1.843E-03,1.180E+00,-2.700E+00
1.859E-03,-2.000E-02,-2.700E+00
1.875E-03,7.400E-01,-2.700E+00
1.891E-03,1.820E+00,-2.700E+00
1.907E-03,1.940E+00,-2.700E+00
1.923E-03,1.980E+00,-2.700E+00
1.939E-03,1.980E+00,-2.660E+00
1.955E-03,1.940E+00,-2.700E+00
1.971E-03,2.020E+00,-2.660E+00
1.987E-03,1.940E+00,-2.700E+00
2.003E-03,1.980E+00,-2.660E+00
2.019E-03,1.980E+00,-2.700E+00
2.035E-03,1.980E+00,-2.700E+00
2.051E-03,1.980E+00,-2.700E+00
2.067E-03,1.980E+00,-2.700E+00
2.083E-03,1.940E+00,-2.700E+00
2.099E-03,1.980E+00,-2.700E+00
2.115E-03,1.980E+00,-2.700E+00
2.131E-03,1.940E+00,-2.700E+00
2.147E-03,1.980E+00,-2.700E+00
2.163E-03,1.980E+00,-2.700E+00
2.179E-03,1.980E+00,-2.660E+00
2.195E-03,1.980E+00,-2.700E+00
2.211E-03,1.980E+00,-2.700E+00
2.227E-03,1.980E+00,-2.700E+00
2.243E-03,1.980E+00,-2.700E+00
2.259E-03,1.940E+00,-2.700E+00
2.275E-03,2.060E+00,-2.660E+00
2.291E-03,1.980E+00,-2.700E+00
2.307E-03,1.940E+00,-2.700E+00
2.323E-03,1.980E+00,-2.700E+00
2.339E-03,1.940E+00,-2.700E+00
2.355E-03,1.980E+00,-2.700E+00
2.371E-03,1.980E+00,-2.700E+00
2.387E-03,1.980E+00,-2.700E+00
2.403E-03,1.980E+00,-2.700E+00
2.419E-03,1.940E+00,-2.700E+00
2.435E-03,1.940E+00,-2.700E+00
2.451E-03,1.980E+00,-2.700E+00
2.467E-03,1.980E+00,-2.700E+00
